6	-11.2841101429	0.0004
6	-11.4477527921	0.000527
6	-11.4558351384	0.000685
6	-11.4477527921	0.000389
6	-11.045872196	0.000388
6	-11.3428539337	0.000361
6	-11.4357135424	0.000408
6	-11.4517883053	0.000402
6	-11.4437285355	0.000361
6	-11.4317226822	0.000408
6	-11.1666969786	0.000386
6	-11.4119323165	0.000421
6	-11.4517883053	0.000391
6	-11.3058597263	0.000399
6	-11.4437285355	0.000465
6	-11.4598933549	0.000504
6	-11.4477527921	0.000361
6	-11.3058597263	0.000394
6	-11.3131830671	0.000974
6	-11.3131830671	0.000401
6	-11.4598933549	0.000631
6	-11.4477527921	0.000364
6	-11.4477527921	0.000381
6	-11.4437285355	0.000374
6	-11.2450680421	0.00041
7	-8.3113487438	0.002731
7	-8.1700173369	0.002725
7	-8.5089781354	0.002699
7	-8.5179406403	0.002668
7	-8.5559860568	0.003173
7	-8.5773191874	0.002883
7	-8.5047796747	0.002776
7	-8.5549005075	0.002812
7	-8.5419372301	0.002654
7	-8.5365700548	0.003154
7	-8.5296224453	0.002943
7	-8.561971223	0.003067
7	-8.5652463551	0.002951
7	-8.5652463551	0.002876
7	-8.525895237	0.00284
7	-8.5636078597	0.0029
7	-8.5205873023	0.003333
7	-8.5532737134	0.00274
7	-8.5021618278	0.003232
7	-8.5344287631	0.002856
7	-8.2850098592	0.002741
7	-8.3508389177	0.00295
7	-8.5505664598	0.003006
7	-8.5712701427	0.00298
7	-8.5723680842	0.00359
8	-5.6374504391	0.019118
8	-5.6854217947	0.021339
8	-5.6739597425	0.019275
8	-5.6220922155	0.021672
8	-5.4631990822	0.019453
8	-5.6846053499	0.020668
8	-5.5669551022	0.020244
8	-5.6788292302	0.021256
8	-5.6986979943	0.020558
8	-5.65457183	0.020075
8	-5.6040159252	0.020036
8	-5.4990919153	0.019095
8	-5.6762448793	0.020029
8	-5.6126021643	0.019779
8	-5.4006136442	0.020151
8	-5.4182110692	0.020355
8	-5.5785596226	0.023373
8	-5.5354990117	0.020184
8	-5.5382451532	0.019046
8	-5.6363018536	0.019938
8	-5.6058414996	0.021296
8	-5.6157114221	0.020947
8	-5.6269320455	0.019798
8	-5.6080915362	0.022679
8	-5.5858168291	0.021271
9	-2.707114616	0.139755
9	-2.8506157538	0.144007
9	-2.8597396298	0.15175
9	-2.8794144867	0.14028
9	-2.8021346086	0.141613
9	-2.8489621038	0.144147
9	-2.8707671073	0.137806
9	-2.8633256083	0.13964
9	-2.8845831551	0.139638
9	-2.8649117322	0.139235
9	-2.4564368089	0.138654
9	-2.5680583188	0.140268
9	-2.7757127101	0.140713
9	-2.4384558565	0.141999
9	-2.5223019516	0.153318
9	-2.7923170102	0.149229
9	-2.8000331006	0.15104
9	-2.671365711	0.142418
9	-2.0685136015	0.157467
9	-2.1395091091	0.146497
9	-2.7105479439	0.142757
9	-2.7257848636	0.150221
9	-2.7595513307	0.139052
9	-2.713459463	0.144241
9	-2.2050177726	0.13929
10	-0.0601746494	0.985246
10	-0.0398694015	0.991653
10	-0.0322809857	0.968685
10	-0.0400192044	0.984415
10	-0.0243830192	0.976776
10	-0.0442408412	1.00825
10	-0.0022884857	0.985834
10	-0.0706528602	0.985933
10	-0.0283707376	0.963239
10	-0.0187493866	0.959783
10	-0.0539728826	0.997563
10	0.0462116441	0.969846
10	0.146694319	1.17759
10	-0.0032670726	0.996399
10	0.0431204883	0.988824
10	-0.0204326315	0.966217
10	-0.0483540211	0.992488
10	-0.0449803784	0.973922
10	-0.0494808218	1.00372
10	-0.0311026705	0.98366
10	-0.0260581639	0.961479
10	0.0339480029	0.98038
10	0.0824846019	1.01754
10	0.1858792283	0.972479
10	0.0155689317	1.01979

