3,3.6954816765,-1.5063746768
3,3.9977357766,-1.2106308464
3,4.1597776728,-1.0539950331
3,4.3076243818,-0.931413436
3,4.3955360621,-0.8035695604
3,4.4754096614,-0.7304963955
3,4.531082762,-0.6982041502
3,4.582120204,-0.6403105714
3,4.65660602,-0.5673336991
3,4.691054956,-0.4978584064
3,2.6954816765,-2.4696722102
3,3.0115704436,-2.1896330463
3,3.1726029312,-2.0545314149
3,3.3018977172,-1.9308130748
3,3.4089180208,-1.7701646334
3,3.486288761,-1.6439358807
3,3.5354207181,-1.6867657083
3,3.6106601631,-1.646834195
3,3.6556185835,-1.5510001283
3,3.7093547758,-1.4972042959
3,1.7323937598,-3.5016894462
3,2.0453229788,-3.226213555
3,2.2121876044,-3.0381045263
3,2.3384564936,-2.8814046348
3,2.4393326938,-2.8127613802
3,2.5105450102,-2.7510463845
3,2.57863921,-2.6890943706
3,2.648360011,-2.5586191151
3,2.6937269489,-2.5517575874
3,2.7458551952,-2.5093393466
2,3.0004340775,-3.2636034977
2,3.0484418036,-3.2502636844
2,3.1911714557,-3.0877779435
2,3.3193143041,-2.9430951487
2,3.3465485585,-2.8873949985
2,3.4850112146,-2.735182177
2,3.5145477527,-2.5833594927
2,3.5724068676,-2.6751005029
2,3.6752282536,-2.4342702122
2,3.719331287,-2.4209026734
2,2.0293837777,-4.2218487496
2,2.1673173347,-4.1135092748
2,2.264817823,-3.9546770212
2,2.428134794,-3.8446639625
2,2.4913616938,-3.793174124
2,2.5403294748,-3.7619538969
2,2.6464037262,-3.6020599913
2,2.6580113967,-3.627087997
2,2.7201593034,-3.5734887386
2,1.0413926852,-5.0457574906
2,1.0413926852,-5.0457574906
2,1.1760912591,-4.920818754
2,1.3424226808,-4.8239087409
2,1.5051499783,-4.6020599913
2,1.5797835966,-4.638272164
2,1.6334684556,-4.5686362358
2,1.7403626895,-4.4948500217
2,1.748188027,-4.4948500217
1,3.0004340775,-4.30980392
1,3.0004340775,-4.30980392
1,3.0004340775,-4.3010299957
1,3.0004340775,-4.2839966564
1,3.0004340775,-4.2839966564
1,3.0004340775,-4.2839966564
1,3.0004340775,-4.2757241304
1,3.0004340775,-4.2218487496
1,2.0043213738,-5.15490196
1,2.0043213738,-5.15490196
1,2.0043213738,-5.096910013
1,2.0043213738,-5.0457574906
1,2.0043213738,-5.0457574906
1,2.0043213738,-5.15490196
1,2.0043213738,-5.15490196
1,2.0043213738,-5.096910013
1,2.0043213738,-5.096910013
1,2.0043213738,-5.15490196
1,1.0413926852,-5.5228787453
1,1.0413926852,-5.3979400087
1,1.0413926852,-5.5228787453
1,1.0413926852,-5.5228787453
1,1.0413926852,-5.3979400087
1,1.0413926852,-5.5228787453
1,1.0413926852,-5.5228787453
1,1.0413926852,-5.5228787453
1,1.0413926852,-5.3979400087
2.3010299957,3.0004340775,-2.8887374863
2.3010299957,3.3293978794,-2.435570673
2.3010299957,3.6237660001,-2.1808510572
2.3010299957,3.6834072991,-2.2193227256
2.3010299957,3.7670816214,-2.1938878898
2.3010299957,3.8401060945,-2.095446737
2.3010299957,3.8850783841,-2.0524682543
2.3010299957,3.9690429673,-1.9575032426
2.3010299957,3.9852018584,-1.9545205469
2.3010299957,2.0043213738,-3.9469215565
2.3010299957,2.3074960379,-3.5783960731
2.3010299957,2.4742162641,-3.5272435507
2.3010299957,2.6283889301,-3.3279021421
2.3010299957,2.719331287,-3.1850868187
2.3010299957,2.7774268224,-3.096910013
2.3010299957,2.8426092396,-3.0762380392
2.3010299957,2.9294189257,-2.993962045
2.3010299957,2.9390197764,-2.9673812391
2.3010299957,3.0228406109,-2.8541822855
2.3010299957,1.0413926852,-4.7447274949
2.3010299957,1.3222192947,-4.5376020021
2.3010299957,1.5051499783,-4.0506099934
2.3010299957,1.6627578317,-4.0222763947
2.3010299957,1.7323937598,-4.1023729087
2.3010299957,1.806179974,-4.0861861476
2.3010299957,1.8633228601,-3.8894102897
2.3010299957,1.9344984512,-3.5346171486
2.3010299957,2.0170333393,-3.9430951487
2.3010299957,2.0492180227,-3.920818754
1.3010299957,3.0004340775,-3.7878123956
1.3010299957,3.0004340775,-3.9355420108
1.3010299957,3.0004340775,-3.9956786262
1.3010299957,3.0004340775,-4.0087739243
1.3010299957,3.0004340775,-4.017728767
1.3010299957,3.0004340775,-4.0268721464
1.3010299957,3.0004340775,-4.0132282657
1.3010299957,3.0004340775,-4.017728767
1.3010299957,3.0314084643,-3.9829666607
1.3010299957,2.0043213738,-4.920818754
1.3010299957,2.0043213738,-4.8860566477
1.3010299957,2.0043213738,-4.920818754
1.3010299957,2.0043213738,-4.0132282657
1.3010299957,2.0043213738,-4.8860566477
1.3010299957,2.0043213738,-4.8860566477
1.3010299957,2.0043213738,-4.8860566477
1.3010299957,2.0043213738,-4.920818754
1.3010299957,2.0644579892,-4.8860566477
1.3010299957,2.0253058653,-4.920818754
1.3010299957,1.0413926852,-5.3979400087
1.3010299957,1.0413926852,-5.3979400087
1.3010299957,1.0413926852,-5.5228787453
1.3010299957,1.0413926852,-5.3979400087
1.3010299957,1.0413926852,-5.3979400087
1.3010299957,1.0413926852,-5.3979400087
1.3010299957,1.0413926852,-5.5228787453
1.3010299957,1.0413926852,-5.3979400087
1.3010299957,1.0413926852,-5.3979400087
1.3010299957,1.0413926852,-5.3979400087
2.6989700043,3.4019172505,-2.1145822349
2.6989700043,3.7087607237,-1.8205631168
2.6989700043,3.8563058664,-1.6436872588
2.6989700043,3.9994785337,-1.503970301
2.6989700043,4.0826417782,-1.4515614424
2.6989700043,4.1636383596,-1.3313532122
2.6989700043,4.227501065,-1.3108776878
2.6989700043,4.2750808985,-1.244064195
2.6989700043,4.3476422047,-1.1258081953
2.6989700043,4.3838333117,-1.0960802181
2.6989700043,2.3944516808,-3.1331221857
2.6989700043,2.7075701761,-2.844056982
2.6989700043,2.8512583487,-2.7198771037
2.6989700043,3.0021660618,-2.5500590112
2.6989700043,3.1027766149,-2.4453897148
2.6989700043,3.1855421549,-2.2800889358
2.6989700043,3.2294258479,-2.3146165902
2.6989700043,3.3232521002,-2.2338103067
2.6989700043,3.3473300153,-2.2024554856
2.6989700043,3.4121244062,-2.1513798826
2.6989700043,1.4313637642,-4.0705810743
2.6989700043,1.748188027,-3.7904849855
2.6989700043,1.9138138524,-3.6234230429
2.6989700043,2.0530784435,-3.468521083
2.6989700043,2.1303337685,-3.4522252946
2.6989700043,2.2121876044,-3.3334820194
2.6989700043,2.260071388,-3.2160964207
2.6989700043,2.3463529745,-3.096910013
2.6989700043,2.3926969533,-3.136082623
2.6989700043,2.4393326938,-3.11463878
1.6989700043,3.0004340775,-3.374687549
1.6989700043,3.0004340775,-3.5512936801
1.6989700043,3.0004340775,-3.5900668767
1.6989700043,3.0004340775,-3.49757288
1.6989700043,3.0004340775,-3.563837353
1.6989700043,3.1562461904,-3.2856702403
1.6989700043,3.2709116394,-3.2048154103
1.6989700043,3.2846562828,-3.251811973
1.6989700043,3.3791241461,-3.1844222517
1.6989700043,3.387923467,-3.1857524043
1.6989700043,2.0043213738,-4.5376020021
1.6989700043,2.0043213738,-4.5228787453
1.6989700043,2.0043213738,-4.5528419687
1.6989700043,2.0043213738,-4.5528419687
1.6989700043,2.1172712957,-4.4559319556
1.6989700043,2.2095150145,-4.3565473235
1.6989700043,2.2552725051,-4.3279021421
1.6989700043,2.3344537512,-4.2596373105
1.6989700043,2.4199557485,-4.1739251973
1.6989700043,2.3891660844,-4.1870866434
1.6989700043,1.0413926852,-5.3979400087
1.6989700043,1.0413926852,-5.3010299957
1.6989700043,1.0413926852,-5.3010299957
1.6989700043,1.0413926852,-5.3979400087
1.6989700043,1.1461280357,-5.2218487496
1.6989700043,1.1760912591,-5.3010299957
1.6989700043,1.2041199827,-5.15490196
1.6989700043,1.3424226808,-5.096910013
1.6989700043,1.4623979979,-4.9586073148
1.6989700043,1.4313637642,-5.0457574906
