6	-10.8074472575	0.000558
6	-11.530689133	0.000338
6	-11.4198159156	0.000365
6	-11.4598933549	0.000355
6	-11.3503679874	0.000383
6	-11.137152703	0.000444
6	-11.5137160544	0.000342
6	-11.5095038032	0.000343
6	-11.439715473	0.00036
6	-11.5221776332	0.00034
6	-11.3316557271	0.000388
6	-11.5221776332	0.00034
6	-11.5053038146	0.000344
6	-10.917548099	0.000517
6	-11.4357135424	0.000361
6	-11.5179406403	0.000341
6	-11.5264271062	0.000339
6	-11.5179406403	0.000341
6	-11.3693261451	0.000378
6	-11.5221776332	0.00034
6	-11.5221776332	0.00034
6	-11.0519853197	0.000471
6	-11.4517883053	0.000357
6	-11.5053038146	0.000344
6	-11.1600790998	0.000437
7	-8.2108967825	0.003375
7	-7.6317881665	0.005042
7	-8.2229157336	0.003347
7	-7.9276993373	0.004107
7	-8.1461161012	0.00353
7	-8.0751430407	0.003708
7	-8.4016500412	0.002957
7	-8.3760207977	0.00301
7	-7.8718861221	0.004269
7	-8.3928946162	0.002975
7	-8.2087610382	0.00338
7	-8.3837100633	0.002994
7	-8.3698033057	0.003023
7	-7.9614626787	0.004012
7	-8.1621439278	0.003491
7	-8.356975042	0.00305
7	-8.3522526317	0.00306
7	-8.361712961	0.00304
7	-8.1436660099	0.003536
7	-8.2823123918	0.003212
7	-7.9144121829	0.004145
7	-8.2190415689	0.003356
7	-8.019427713	0.003854
7	-8.2186117476	0.003357
7	-8.2631267413	0.003255
8	-4.793136763	0.036068
8	-4.8004752691	0.035885
8	-4.9042672771	0.033394
8	-4.9046129363	0.033386
8	-4.7748929212	0.036527
8	-4.9525006978	0.032296
8	-4.6253288331	0.040517
8	-4.9598903079	0.032131
8	-4.898704927	0.033523
8	-4.9674533659	0.031963
8	-4.871928366	0.034151
8	-4.7268828087	0.037763
8	-4.8604414444	0.034424
8	-4.8402984875	0.034908
8	-4.8346475655	0.035045
8	-4.6995224558	0.038486
8	-4.9242346397	0.032935
8	-4.8129113281	0.035577
8	-4.8012393339	0.035866
8	-4.9053909724	0.033368
8	-4.6951805932	0.038602
8	-4.7376967449	0.037481
8	-4.8862781672	0.033813
8	-4.8061147375	0.035745
8	-4.989054064	0.031488
9	-1.580193628	0.334437
9	-1.6504580767	0.318539
9	-1.5793354366	0.334636
9	-1.5593198939	0.339311
9	-1.5179406403	0.349184
9	-1.6034634424	0.329086
9	-1.5807200078	0.334315
9	-1.3646746509	0.388322
9	-1.5918185831	0.331753
9	-1.5003852177	0.353459
9	-1.6817791969	0.311698
9	-1.6308138466	0.322906
9	-1.6199621471	0.325344
9	-1.6514638875	0.318317
9	-1.6201040539	0.325312
9	-1.4127003039	0.375608
9	-1.3103608956	0.40322
9	-1.4023286748	0.378318
9	-1.4847598792	0.357308
9	-1.535758332	0.344898
9	-1.2255717747	0.427628
9	-1.4169431147	0.374505
9	-1.4926305577	0.355364
9	-1.4904440011	0.355903
9	-1.5387648288	0.34418
10	1.6435376075	3.12431
10	2.0480582795	4.13549
10	1.6752107303	3.19366
10	2.3546355185	5.11465
10	1.6078629028	3.048
10	1.8933000745	3.71484
10	2.1723787012	4.50766
10	1.8895163749	3.70511
10	1.7369857918	3.33338
10	1.6570591521	3.15373
10	1.927805453	3.80476
10	1.9708205309	3.91991
10	2.0433270048	4.12195
10	2.0822699884	4.23473
10	1.6439577519	3.12522
10	1.6539221654	3.14688
10	1.6567846519	3.15313
10	1.6420268473	3.12104
10	1.6868859414	3.21961
10	1.8628203249	3.63718
10	1.856694931	3.62177
10	2.3936660556	5.25491
10	1.8223304202	3.53652
10	1.6733936028	3.18964
10	1.8848049822	3.69303

